"Town","FIPS","Year","Measure Type","Variable","Value"
"Stamford","0900173070","2014-2018","Number","Median Home Value",526700
"Stamford","0900173070","2014-2018","Number","Margins of Error",12213
"Stamford","0900173070","2014-2018","Ratio to State Median","Median Home Value",1.93
"Stamford","0900173070","2014-2018","Ratio to State Median","Margins of Error",0.05
"Stamford","0900173070","2015-2019","Number","Median Home Value",532700
"Stamford","0900173070","2015-2019","Number","Margins of Error",13148
"Stamford","0900173070","2015-2019","Ratio to State Median","Median Home Value",1.93
"Stamford","0900173070","2015-2019","Ratio to State Median","Margins of Error",0.05
"Stamford","0900173070","2016-2020","Number","Median Home Value",541600
"Stamford","0900173070","2016-2020","Number","Margins of Error",14602
"Stamford","0900173070","2016-2020","Ratio to State Median","Median Home Value",1.94
"Stamford","0900173070","2016-2020","Ratio to State Median","Margins of Error",0.05
"Sterling","0901573420","2006-2010","Number","Median Home Value",260000
"Sterling","0901573420","2006-2010","Number","Margins of Error",18894
"Sterling","0901573420","2006-2010","Ratio to State Median","Median Home Value",0.88
"Sterling","0901573420","2006-2010","Ratio to State Median","Margins of Error",0.06
"Sterling","0901573420","2007-2011","Number","Median Home Value",261200
"Sterling","0901573420","2007-2011","Number","Margins of Error",19007
"Sterling","0901573420","2007-2011","Ratio to State Median","Median Home Value",0.89
"Sterling","0901573420","2007-2011","Ratio to State Median","Margins of Error",0.06
"Sterling","0901573420","2008-2012","Number","Median Home Value",243700
"Sterling","0901573420","2008-2012","Number","Margins of Error",21443
"Sterling","0901573420","2008-2012","Ratio to State Median","Median Home Value",0.85
"Sterling","0901573420","2008-2012","Ratio to State Median","Margins of Error",0.08
"Sterling","0901573420","2009-2013","Number","Median Home Value",219100
"Sterling","0901573420","2009-2013","Number","Margins of Error",20117
"Sterling","0901573420","2009-2013","Ratio to State Median","Median Home Value",0.79
"Sterling","0901573420","2009-2013","Ratio to State Median","Margins of Error",0.07
"Sterling","0901573420","2010-2014","Number","Median Home Value",224400
"Sterling","0901573420","2010-2014","Number","Margins of Error",20832
"Sterling","0901573420","2010-2014","Ratio to State Median","Median Home Value",0.82
"Sterling","0901573420","2010-2014","Ratio to State Median","Margins of Error",0.08
"Sterling","0901573420","2011-2015","Number","Median Home Value",208800
"Sterling","0901573420","2011-2015","Number","Margins of Error",22667
"Sterling","0901573420","2011-2015","Ratio to State Median","Median Home Value",0.77
"Sterling","0901573420","2011-2015","Ratio to State Median","Margins of Error",0.08
"Sterling","0901573420","2012-2016","Number","Median Home Value",196600
"Sterling","0901573420","2012-2016","Number","Margins of Error",15193
"Sterling","0901573420","2012-2016","Ratio to State Median","Median Home Value",0.73
"Sterling","0901573420","2012-2016","Ratio to State Median","Margins of Error",0.06
"Sterling","0901573420","2013-2017","Number","Median Home Value",207000
"Sterling","0901573420","2013-2017","Number","Margins of Error",19354
"Sterling","0901573420","2013-2017","Ratio to State Median","Median Home Value",0.77
"Sterling","0901573420","2013-2017","Ratio to State Median","Margins of Error",0.07
"Sterling","0901573420","2014-2018","Number","Median Home Value",198500
"Sterling","0901573420","2014-2018","Number","Margins of Error",15034
"Sterling","0901573420","2014-2018","Ratio to State Median","Median Home Value",0.73
"Sterling","0901573420","2014-2018","Ratio to State Median","Margins of Error",0.06
"Sterling","0901573420","2015-2019","Number","Median Home Value",202100
"Sterling","0901573420","2015-2019","Number","Margins of Error",18180
"Sterling","0901573420","2015-2019","Ratio to State Median","Median Home Value",0.73
"Sterling","0901573420","2015-2019","Ratio to State Median","Margins of Error",0.07
"Sterling","0901573420","2016-2020","Number","Median Home Value",211400
"Sterling","0901573420","2016-2020","Number","Margins of Error",29683
"Sterling","0901573420","2016-2020","Ratio to State Median","Median Home Value",0.76
"Sterling","0901573420","2016-2020","Ratio to State Median","Margins of Error",0.11
"Stonington","0901173770","2006-2010","Number","Median Home Value",345900
"Stonington","0901173770","2006-2010","Number","Margins of Error",17839
"Stonington","0901173770","2006-2010","Ratio to State Median","Median Home Value",1.17
"Stonington","0901173770","2006-2010","Ratio to State Median","Margins of Error",0.06
"Stonington","0901173770","2007-2011","Number","Median Home Value",343100
"Stonington","0901173770","2007-2011","Number","Margins of Error",16833
"Stonington","0901173770","2007-2011","Ratio to State Median","Median Home Value",1.17
"Stonington","0901173770","2007-2011","Ratio to State Median","Margins of Error",0.06
"Stonington","0901173770","2008-2012","Number","Median Home Value",352800
"Stonington","0901173770","2008-2012","Number","Margins of Error",15519
"Stonington","0901173770","2008-2012","Ratio to State Median","Median Home Value",1.23
"Stonington","0901173770","2008-2012","Ratio to State Median","Margins of Error",0.05
"Stonington","0901173770","2009-2013","Number","Median Home Value",342200
"Stonington","0901173770","2009-2013","Number","Margins of Error",18135
"Stonington","0901173770","2009-2013","Ratio to State Median","Median Home Value",1.23
"Stonington","0901173770","2009-2013","Ratio to State Median","Margins of Error",0.07
"Stonington","0901173770","2010-2014","Number","Median Home Value",329200
"Stonington","0901173770","2010-2014","Number","Margins of Error",16355
"Stonington","0901173770","2010-2014","Ratio to State Median","Median Home Value",1.2
"Stonington","0901173770","2010-2014","Ratio to State Median","Margins of Error",0.06
"Stonington","0901173770","2011-2015","Number","Median Home Value",326600
"Stonington","0901173770","2011-2015","Number","Margins of Error",14626
"Stonington","0901173770","2011-2015","Ratio to State Median","Median Home Value",1.21
"Stonington","0901173770","2011-2015","Ratio to State Median","Margins of Error",0.05
"Stonington","0901173770","2012-2016","Number","Median Home Value",315300
"Stonington","0901173770","2012-2016","Number","Margins of Error",18655
"Stonington","0901173770","2012-2016","Ratio to State Median","Median Home Value",1.17
"Stonington","0901173770","2012-2016","Ratio to State Median","Margins of Error",0.07
"Stonington","0901173770","2013-2017","Number","Median Home Value",315800
"Stonington","0901173770","2013-2017","Number","Margins of Error",17161
"Stonington","0901173770","2013-2017","Ratio to State Median","Median Home Value",1.17
"Stonington","0901173770","2013-2017","Ratio to State Median","Margins of Error",0.06
"Stonington","0901173770","2014-2018","Number","Median Home Value",316200
"Stonington","0901173770","2014-2018","Number","Margins of Error",16293
"Stonington","0901173770","2014-2018","Ratio to State Median","Median Home Value",1.16
"Stonington","0901173770","2014-2018","Ratio to State Median","Margins of Error",0.06
"Stonington","0901173770","2015-2019","Number","Median Home Value",335100
"Stonington","0901173770","2015-2019","Number","Margins of Error",12833
"Stonington","0901173770","2015-2019","Ratio to State Median","Median Home Value",1.22
"Stonington","0901173770","2015-2019","Ratio to State Median","Margins of Error",0.05
"Stonington","0901173770","2016-2020","Number","Median Home Value",363900
"Stonington","0901173770","2016-2020","Number","Margins of Error",23682
"Stonington","0901173770","2016-2020","Ratio to State Median","Median Home Value",1.3
"Stonington","0901173770","2016-2020","Ratio to State Median","Margins of Error",0.08
"Stratford","0900174190","2006-2010","Number","Median Home Value",299600
"Stratford","0900174190","2006-2010","Number","Margins of Error",6290
"Stratford","0900174190","2006-2010","Ratio to State Median","Median Home Value",1.01
"Stratford","0900174190","2006-2010","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2007-2011","Number","Median Home Value",289300
"Stratford","0900174190","2007-2011","Number","Margins of Error",5193
"Stratford","0900174190","2007-2011","Ratio to State Median","Median Home Value",0.99
"Stratford","0900174190","2007-2011","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2008-2012","Number","Median Home Value",276200
"Stratford","0900174190","2008-2012","Number","Margins of Error",4461
"Stratford","0900174190","2008-2012","Ratio to State Median","Median Home Value",0.97
"Stratford","0900174190","2008-2012","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2009-2013","Number","Median Home Value",262000
"Stratford","0900174190","2009-2013","Number","Margins of Error",4617
"Stratford","0900174190","2009-2013","Ratio to State Median","Median Home Value",0.94
"Stratford","0900174190","2009-2013","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2010-2014","Number","Median Home Value",256900
"Stratford","0900174190","2010-2014","Number","Margins of Error",4329
"Stratford","0900174190","2010-2014","Ratio to State Median","Median Home Value",0.94
"Stratford","0900174190","2010-2014","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2011-2015","Number","Median Home Value",249900
"Stratford","0900174190","2011-2015","Number","Margins of Error",6265
"Stratford","0900174190","2011-2015","Ratio to State Median","Median Home Value",0.92
"Stratford","0900174190","2011-2015","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2012-2016","Number","Median Home Value",249600
"Stratford","0900174190","2012-2016","Number","Margins of Error",4794
"Stratford","0900174190","2012-2016","Ratio to State Median","Median Home Value",0.93
"Stratford","0900174190","2012-2016","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2013-2017","Number","Median Home Value",250700
"Stratford","0900174190","2013-2017","Number","Margins of Error",5267
"Stratford","0900174190","2013-2017","Ratio to State Median","Median Home Value",0.93
"Stratford","0900174190","2013-2017","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2014-2018","Number","Median Home Value",255600
"Stratford","0900174190","2014-2018","Number","Margins of Error",5155
"Stratford","0900174190","2014-2018","Ratio to State Median","Median Home Value",0.94
"Stratford","0900174190","2014-2018","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2015-2019","Number","Median Home Value",258400
"Stratford","0900174190","2015-2019","Number","Margins of Error",4143
"Stratford","0900174190","2015-2019","Ratio to State Median","Median Home Value",0.94
"Stratford","0900174190","2015-2019","Ratio to State Median","Margins of Error",0.02
"Stratford","0900174190","2016-2020","Number","Median Home Value",268100
"Stratford","0900174190","2016-2020","Number","Margins of Error",4810
"Stratford","0900174190","2016-2020","Ratio to State Median","Median Home Value",0.96
"Stratford","0900174190","2016-2020","Ratio to State Median","Margins of Error",0.02
"Suffield","0900374540","2006-2010","Number","Median Home Value",330900
"Suffield","0900374540","2006-2010","Number","Margins of Error",16335
"Suffield","0900374540","2006-2010","Ratio to State Median","Median Home Value",1.12
"Suffield","0900374540","2006-2010","Ratio to State Median","Margins of Error",0.06
"Suffield","0900374540","2007-2011","Number","Median Home Value",333100
"Suffield","0900374540","2007-2011","Number","Margins of Error",16886
"Suffield","0900374540","2007-2011","Ratio to State Median","Median Home Value",1.14
"Suffield","0900374540","2007-2011","Ratio to State Median","Margins of Error",0.06
"Suffield","0900374540","2008-2012","Number","Median Home Value",326300
"Suffield","0900374540","2008-2012","Number","Margins of Error",15916
"Suffield","0900374540","2008-2012","Ratio to State Median","Median Home Value",1.14
"Suffield","0900374540","2008-2012","Ratio to State Median","Margins of Error",0.06
"Suffield","0900374540","2009-2013","Number","Median Home Value",318000
"Suffield","0900374540","2009-2013","Number","Margins of Error",16994
"Suffield","0900374540","2009-2013","Ratio to State Median","Median Home Value",1.14
